@RELATION training

@ATTRIBUTE ram REAL
@ATTRIBUTE cpuutilisation REAL
@ATTRIBUTE hostutilisation REAL
@ATTRIBUTE sla REAL
@ATTRIBUTE migration {0,1}

@DATA
1740,0.13057,2,0.049266,1
1740,0.192254,3,0.03945,1
1740,0.493518,7,0.037363,1
870,0.140118,6,0.05379,1
613,0.295494,2,0.022369,1
1740,0.470324,7,0.059344,1
870,0.569973,23,0.031924,1
1740,0.166342,2,0.032468,1
613,0.479651,4,0.033777,1
1740,0.581357,18,0.047187,1
1740,0.037758,1,0.031977,1
1740,0.096602,3,0.045245,1
1740,0.299983,10,0.051239,1
613,0.340494,3,0.02674,1
1740,0.435306,9,0.044045,1
870,0.125579,6,0.076557,1
870,0.04747,2,0.054315,1
870,0.187784,8,0.057083,1
1740,0.134997,2,0.05173,1
870,0.26181,8,0.059566,1
613,0.492915,3,0.041539,1
1740,0.874756,11,0.059259,1
1740,0.106759,2,0.032764,1
870,0.420832,21,0.038822,1
870,0.26929,15,0.04939,1
613,0.168966,2,0.031245,1
870,0.210891,12,0.056765,1
1740,0.10348,5,0.044558,1
870,0.314172,16,0.038268,1
1740,0.24922,5,0.034652,1
1740,0.031849,1,0.03482,1
613,0.128293,1,0.022872,1
1740,0.351797,14,0.047311,1
870,0.014018,1,0.039797,1
1740,0.441293,7,0.029149,1
870,0.441659,18,0.065468,1
870,0.087199,6,0.067647,1
1740,0.098803,4,0.032588,1
1740,0.16332,4,0.063068,1
1740,0.710358,19,0.041265,1
1740,0.25656,5,0.045831,1
613,0.195651,1,0.038808,1
870,0.320431,12,0.061476,1
1740,0.149711,5,0.045407,1
613,0.122337,1,0.022145,1
1740,0.125641,2,0.042446,1
1740,0.595575,24,0.048374,1
870,0.350492,14,0.059428,1
1740,0.471107,8,0.039406,1
1740,0.560529,11,0.038883,1
613,0.266279,2,0.040862,1
613,0.279472,2,0.031678,1
613,0.291735,3,0.037914,1
870,0.343432,18,0.043842,1
613,0.383775,3,0.03792,1
1740,0.620766,10,0.030753,1
613,0.092488,1,0.037869,1
870,0.394147,24,0.061213,1
1740,0.62913,18,0.039275,1
613,0.507505,6,0.028445,1
613,0.134337,1,0.031884,1
1740,0.137732,4,0.036838,1
1740,0.193404,7,0.032478,1
1740,0.051259,2,0.047418,1
613,0.070097,1,0.037762,1
613,0.166158,2,0.043195,1
613,0.18852,2,0.046098,1
1740,0.211768,4,0.046611,1
870,0.233345,13,0.043239,1
613,0.005539,0,0.033451,1
870,0.590751,19,0.039598,1
1740,0.730352,11,0.03203,1
1740,0.261963,6,0.031719,1
613,0.025594,0,0.034764,1
613,0.0627,1,0.040632,1
613,0.146675,1,0.023615,1
613,0.222495,2,0.044667,1
1740,0.404401,15,0.025225,1
870,0.011741,1,0.036264,1
613,0.097496,1,0.036325,1
613,0.381426,4,0.053007,1
870,0.66186,25,0.041052,1
1740,0.234388,5,0.029423,1
1740,0.149879,3,0.046215,1
613,0.44033,5,0.037878,1
870,0.738373,40,0.047132,1
1740,0.072809,5,0.054777,1
870,0.120559,7,0.05905,1
1740,0.385111,4,0.034147,1
1740,0.662189,16,0.040201,1
1740,0.272873,8,0.043706,1
613,0.099571,1,0.043606,1
613,0.27836,2,0.037498,1
1740,0.372833,7,0.027475,1
1740,0.21993,4,0.042825,1
870,0.745667,36,0.04882,1
1740,0.447159,7,0.031407,1
613,0.536006,5,0.042519,1
1740,0.22797,6,0.055163,1
870,0.060028,3,0.040611,1
1740,0.598798,21,0.057293,1
613,0.014059,0,0.039289,1
1740,0.131002,3,0.044129,1
613,0.155154,2,0.042092,1
870,0.374595,15,0.049065,1
613,0.419654,3,0.037591,1
1740,0.666567,9,0.024378,1
613,0.685968,5,0.03563,1
613,0.592409,5,0.031928,1
870,0.690266,30,0.038264,1
613,0.106417,1,0.048787,1
1740,0.322304,8,0.045012,1
613,0.071231,0,0.032045,1
870,0.184039,6,0.050161,1
870,0.332052,12,0.039164,1
870,0.015988,1,0.058424,1
1740,0.170631,10,0.053113,1
613,0.43183,4,0.023198,1
1740,0.618754,22,0.043371,1
870,0.116913,4,0.058214,1
613,0.042949,0,0.022898,1
1740,0.303381,8,0.042709,1
1740,0.531839,8,0.033815,1
870,0.364298,18,0.045076,1
613,0.090046,1,0.039296,1
1740,0.435434,12,0.037263,1
613,0.61321,5,0.046197,1
1740,0.345716,12,0.055559,1
613,0.046661,0,0.047033,1
1740,0.135286,5,0.060337,1
870,0.136901,6,0.032452,1
1740,0.004962,0,0.053301,1
613,0.017889,0,0.039733,1
1740,0.387925,10,0.053358,1
613,0.085021,1,0.037608,1
1740,0.085145,2,0.045552,1
1740,0.251852,5,0.040843,1
870,0.315375,16,0.051924,1
613,0.1302,1,0.028473,1
613,0.130648,1,0.037768,1
613,0.133661,1,0.040771,1
1740,0.298748,5,0.029634,1
613,0.412096,3,0.02578,1
1740,0.208115,3,0.031938,1
870,0.26092,9,0.061455,1
1740,0.074512,2,0.041399,1
1740,0.400761,15,0.045831,1
1740,0.796342,22,0.035988,1
613,0.04778,0,0.029746,1
613,0.091992,1,0.037292,1
1740,0.156898,5,0.048567,1
870,0.0097,0,0.059758,1
1740,0.25701,6,0.035292,1
613,0.28106,2,0.033381,1
1740,0.652323,16,0.034619,1
1740,0.277988,5,0.033986,1
870,0.332132,17,0.065693,1
1740,0.068232,3,0.036517,1
1740,0.087449,4,0.040865,1
870,0.525114,28,0.04243,1
1740,0.079796,5,0.033979,1
1740,0.03677,0,0.032167,1
613,0.425815,3,0.043755,1
1740,0.472999,12,0.03998,1
870,0.098488,5,0.046277,1
870,0.203507,11,0.055818,1
1740,0.320285,11,0.046789,1
870,0.219083,12,0.052125,1
1740,0.034378,1,0.033399,1
870,0.175306,7,0.041347,1
870,0.373084,23,0.043839,1
870,0.418429,16,0.037025,1
1740,0.228715,3,0.045212,1
1740,0.20049,4,0.031894,1
1740,0.028577,1,0.04288,1
1740,0.145084,3,0.041929,1
1740,0.002145,0,0.033158,1
870,0.213387,9,0.04294,1
1740,0.068074,1,0.046984,1
1740,0.629304,10,0.032131,1
1740,0.267333,9,0.037173,1
870,0.262033,13,0.047604,1
613,0.211947,2,0.048861,1
1740,0.253504,11,0.050835,1
1740,0.133945,6,0.036269,1
870,0.42818,19,0.055351,1
613,0.536276,6,0.04449,1
1740,0.063186,1,0.044502,1
870,0.338372,16,0.057808,1
1740,0.232508,4,0.033427,1
1740,0.272373,5,0.030762,1
1740,0.091877,2,0.039069,1
1740,0.182984,3,0.044977,1
1740,0.245206,9,0.048342,1
1740,0.533865,17,0.030782,1
1740,0.820097,16,0.031239,1
1740,0.34831,15,0.038208,1
870,0.061162,3,0.044412,1
870,0.134998,5,0.061872,1
1740,0.272701,8,0.063491,1
1740,0.318706,11,0.04971,1
870,0.259597,11,0.048013,1
1740,0.192209,9,0.041262,1
1740,0.131858,5,0.052808,1
1740,0.344682,12,0.028822,1
613,0.540161,4,0.025356,1
870,0.628553,26,0.039149,1
1740,0.139686,3,0.034865,1
613,0.465924,4,0.023557,1
1740,0.027834,0,0.047338,1
870,0.080464,3,0.058917,1
1740,0.016443,1,0.047742,1
1740,0.015965,0,0.033689,1
613,0.069332,1,0.036708,1
1740,0.086136,1,0.032113,1
1740,0.092558,1,0.044436,1
613,0.367466,3,0.021286,1
1740,0.462642,7,0.044005,1
613,0.06787,1,0.0385,1
870,0.402063,25,0.035848,1
870,0.016265,1,0.056765,1
1740,0.252661,4,0.056781,1
613,0.430551,4,0.05187,1
870,0.434799,19,0.053662,1
613,0.54787,4,0.042838,1
870,0.693477,24,0.038478,1
870,0.093888,4,0.042146,1
1740,0.068055,1,0.045118,1
870,0.455518,21,0.034613,1
613,0.140603,1,0.035495,1
870,0.391084,12,0.050061,1
1740,0.511564,14,0.052989,1
870,0.75337,30,0.052228,1
613,0.167903,1,0.044462,1
613,0.2793,2,0.032391,1
1740,0.318641,9,0.038282,1
870,0.347532,14,0.041041,1
870,0.276579,12,0.037456,1
1740,0.267346,6,0.042305,1
870,0.043633,2,0.043622,1
613,0.081614,1,0.036923,1
613,0.241914,2,0.036943,1
1740,0.454196,7,0.041821,1
1740,0.559492,18,0.045416,1
613,0.043591,1,0.040796,1
613,0.060043,1,0.038721,1
1740,0.248416,10,0.048645,1
613,0.436148,5,0.043951,1
1740,0.035713,1,0.033418,1
613,0.205533,2,0.032379,1
870,0.383613,18,0.051192,1
870,0.543963,28,0.038033,1
613,0.053948,0,0.046478,1
613,0.560238,4,0.043907,1
870,0.62214,23,0.044546,1
1740,0.575178,24,0.063299,1
1740,0.059907,3,0.042048,1
870,0.094748,5,0.054602,1
1740,0.334257,10,0.034162,1
613,0.32272,4,0.026587,1
613,0.005414,0,0.032368,1
613,0.012514,0,0.022316,1
1740,0.295546,7,0.042431,1
870,0.070542,3,0.048468,1
1740,0.122345,2,0.033192,1
1740,0.385972,7,0.040447,1
1740,0.536707,19,0.052004,1
870,0.457611,24,0.06274,1
613,0.137496,1,0.038699,1
1740,0.106239,3,0.033118,1
1740,0.109827,5,0.040353,1
613,0.372017,2,0.039314,1
1740,0.452954,5,0.040967,1
870,0.552012,18,0.04986,1
1740,0.661015,21,0.045652,1
1740,0.269234,4,0.041837,1
1740,0.313138,9,0.051784,1
613,0.608608,5,0.034915,1
1740,0.630023,10,0.033523,1
870,0.080841,4,0.049573,1
870,0.280396,13,0.042904,1
870,0.122236,5,0.041851,1
870,0.428868,19,0.047511,1
613,0.053098,0,0.037254,1
613,0.365117,3,0.043246,1
1740,0.546731,8,0.054725,1
870,0.289981,16,0.042346,1
613,0.212647,2,0.053745,1
1740,0.233188,4,0.056205,1
1740,0.136763,4,0.068214,1
613,0.002805,0,0.025552,1
870,0.036111,2,0.047938,1
613,0.056914,0,0.036539,1
613,0.059662,0,0.048675,1
1740,0.13883,2,0.060973,1
870,0.166875,8,0.04404,1
1740,0.341807,8,0.0527,1
1740,0.460801,6,0.03554,1
1740,0.441944,9,0.031325,1
613,0.38424,5,0.025784,1
1740,0.353334,11,0.029541,1
1740,0.038281,1,0.046556,1
1740,0.097465,3,0.030711,1
613,0.213211,1,0.023112,1
870,0.323842,10,0.036555,1
870,0.59698,21,0.046702,1
1740,0.178682,7,0.042013,1
1740,0.438765,17,0.052952,1
870,0.602561,21,0.053898,1
870,0.742342,32,0.04447,1
1740,0.278001,11,0.035604,1
1740,0.017395,0,0.046278,1
1740,0.254628,4,0.04571,1
613,0.28635,3,0.026331,1
1740,0.100724,2,0.035247,1
613,0.030183,0,0.040007,1
1740,0.252971,9,0.044611,1
613,0.274484,3,0.043477,1
1740,0.128817,2,0.047909,1
613,0.176247,1,0.042671,1
613,0.511495,4,0.029959,1
870,0.280143,8,0.035366,1
613,0.371978,3,0.038135,1
870,0.618261,27,0.037824,1
1740,0.247814,4,0.043674,1
1740,0.438134,7,0.042061,1
613,0.591693,5,0.043508,1
1740,0.687814,26,0.036086,1
1740,0.261815,5,0.04813,1
1740,0.263934,10,0.040108,1
1740,0.184739,7,0.052807,1
1740,0.015702,0,0.04094,1
1740,0.275157,6,0.044932,1
870,0.135055,8,0.047677,1
613,0.108582,1,0.032258,1
870,0.585037,27,0.061467,1
870,0.375106,15,0.043505,1
1740,0.474768,8,0.037279,1
870,0.416236,21,0.034889,1
613,0.132472,1,0.021711,1
1740,0.537216,7,0.052248,1
1740,0.763038,11,0.053175,1
1740,0.276379,8,0.05179,1
613,0.033826,0,0.031824,1
870,0.625227,31,0.03666,1
1740,0.024461,1,0.048243,1
1740,0.018678,0,0.035221,1
613,0.399221,3,0.030115,1
1740,0.610135,10,0.030929,1
613,0.616859,6,0.036127,1
613,0.672302,7,0.042167,1
613,0.018568,0,0.035368,1
1740,0.174119,5,0.051553,1
613,0.021387,0,0.035118,1
1740,0.369704,6,0.031449,1
870,0.15475,9,0.040559,1
1740,0.252589,10,0.052666,1
870,0.084437,5,0.037509,1
870,0.229482,15,0.054293,1
870,0.412735,18,0.057143,1
613,0.167307,2,0.03593,1
1740,0.461222,9,0.041923,1
613,0.371075,4,0.038146,1
1740,0.522676,25,0.034802,1
1740,0.118142,2,0.033626,1
613,0.342539,2,0.043096,1
870,0.551419,18,0.0389,1
1740,0.542378,17,0.052394,1
1740,0.210435,8,0.032638,1
613,0.044402,0,0.041943,1
613,0.170946,1,0.039458,1
613,0.471444,3,0.029293,1
870,0.551351,22,0.035226,1
613,0.332464,3,0.02238,1
1740,0.539603,18,0.039956,1
1740,0.325322,7,0.028714,1
613,0.008706,0,0.026547,1
1740,0.067474,1,0.026688,1
870,0.334859,20,0.059684,1
870,0.218342,8,0.049978,1
1740,0.058007,2,0.0342,1
613,0.3921,4,0.031681,1
1740,0.381936,7,0.03089,1
613,0.240728,1,0.032286,1
1740,0.397557,5,0.043675,1
1740,0.566562,8,0.041585,1
1740,0.282253,5,0.040656,1
1740,0.418354,15,0.057442,1
1740,0.155944,5,0.040497,1
613,0.144221,2,0.051344,1
1740,0.166394,7,0.048006,1
1740,0.252296,8,0.035384,1
1740,0.595816,21,0.062254,1
870,0.009473,0,0.036381,1
613,0.227335,2,0.048242,1
613,0.268397,2,0.03924,1
1740,0.594022,18,0.040353,1
1740,0.147361,3,0.066726,1
613,0.173112,2,0.040416,1
613,0.252639,3,0.035551,1
613,0.189488,2,0.035665,1
613,0.415889,4,0.037237,1
870,0.736991,32,0.050574,1
870,0.113109,6,0.03714,1
1740,0.025145,1,0.035537,1
613,0.038781,0,0.031528,1
870,0.476861,26,0.040077,1
1740,0.252256,9,0.043953,1
1740,0.044176,1,0.042576,1
870,0.51381,18,0.037829,1
613,0.006744,0,0.038874,1
870,0.515958,27,0.053235,1
870,0.832943,29,0.051153,1
613,0.073813,1,0.041384,1
1740,0.484423,20,0.04851,1
870,0.111456,6,0.040121,1
870,0.027719,1,0.037038,1
870,0.688937,32,0.060494,1
870,0.098437,3,0.05531,1
1740,0.327014,4,0.042164,1
870,0.115637,4,0.052398,1
1740,0.278266,8,0.049051,1
613,0.416594,3,0.042452,1
1740,0.507605,8,0.043745,1
1740,0.343498,12,0.029099,1
1740,0.438984,18,0.040941,1
1740,0.377688,12,0.051911,1
1740,0.553962,9,0.030806,1
1740,0.319568,10,0.04332,1
613,0.102688,1,0.033827,1
613,0.244667,2,0.04966,1
1740,0.282817,5,0.066266,1
1740,0.470554,8,0.051386,1
870,0.215049,12,0.045199,1
1740,0.057237,3,0.039117,1
613,0.293867,3,0.025176,1
1740,0.579682,12,0.037579,1
870,0.401308,18,0.032345,1
1740,0.018204,1,0.038933,1
613,0.035897,0,0.048085,1
613,0.117503,1,0.042081,1
870,0.009008,0,0.065782,1
1740,0.026142,0,0.031951,1
1740,0.066819,2,0.050872,1
1740,0.11562,5,0.035405,1
870,0.135358,8,0.066718,1
1740,0.272146,5,0.039659,1
870,0.387964,20,0.048551,1
613,0.167536,2,0.038234,1
1740,0.027242,1,0.026494,1
1740,0.272907,4,0.039382,1
1740,0.520174,8,0.042982,1
613,0.243943,3,0.04198,1
1740,0.412664,19,0.05446,1
870,0.038828,3,0.038419,1
1740,0.526842,12,0.042322,1
613,0.09277,1,0.037744,1
1740,0.190966,7,0.043034,1
1740,0.03572,1,0.051593,1
613,0.224079,2,0.038765,1
870,0.324471,15,0.0531,1
613,0.054758,1,0.031295,1
613,0.140939,1,0.026835,1
1740,0.156939,2,0.030737,1
1740,0.722891,8,0.030938,1
1740,0.794427,20,0.053479,1
1740,0.099704,2,0.044348,1
1740,0.17126,7,0.040911,1
870,0.325374,11,0.043713,1
1740,0.930221,28,0.04644,1
613,0.205006,2,0.041009,1
870,0.457958,22,0.031646,1
613,0.091024,1,0.049258,1
613,0.257369,2,0.036784,1
613,0.325785,3,0.049256,1
1740,0.645164,11,0.044374,1
613,0.029515,0,0.049884,1
613,0.050326,0,0.027551,1
1740,0.126819,2,0.03569,1
1740,0.079488,2,0.045364,1
1740,0.090732,4,0.034976,1
613,0.157274,2,0.025736,1
1740,0.15801,3,0.052031,1
1740,0.317512,11,0.036666,1
1740,0.103215,3,0.041152,1
1740,0.293128,12,0.056459,1
613,0.020605,0,0.041337,1
613,0.199567,2,0.043161,1
870,0.345325,14,0.065336,1
1740,0.283342,7,0.022184,1
613,0.460593,3,0.043185,1
613,0.905261,6,0.021943,1
1740,0.929404,28,0.04544,1
870,0.238051,10,0.043691,1
1740,0.080114,2,0.019489,1
1740,0.299828,6,0.043417,1
1740,0.21916,8,0.043533,1
613,0.033109,0,0.038946,1
613,0.547216,4,0.050015,1
613,0.573055,4,0.044898,1
870,0.700286,26,0.033988,1
1740,0.061155,1,0.02814,1
613,0.421339,4,0.041137,1
1740,0.502511,19,0.035692,1
870,0.166359,8,0.040993,1
1740,0.048466,1,0.050599,1
1740,0.21183,6,0.043148,1
1740,0.468719,14,0.036173,1
613,0.151155,1,0.050898,1
1740,0.276393,8,0.047952,1
1740,0.756459,25,0.045711,1
1740,0.055887,1,0.031672,1
1740,0.114628,2,0.029585,1
613,0.452837,3,0.035873,1
613,0.480291,3,0.045005,1
1740,0.77824,12,0.030836,1
613,0.110689,1,0.037014,1
870,0.162503,9,0.064908,1
870,0.335136,19,0.03134,1
613,0.208545,2,0.023424,1
1740,0.117369,3,0.044807,1
613,0.170205,2,0.042891,1
870,0.500126,17,0.050792,1
870,0.730562,29,0.055741,1
613,0.025118,0,0.022117,1
1740,0.200881,3,0.032114,1
1740,0.301562,12,0.040947,1
1740,0.692425,15,0.040359,1
613,0.724635,5,0.044415,1
613,0.476539,4,0.037681,1
1740,0.557852,21,0.034978,1
613,0.00056,0,0.037542,1
1740,0.461776,8,0.032067,1
613,0.065182,1,0.037794,1
1740,0.122031,4,0.030318,1
613,0.34504,3,0.042277,1
1740,0.116507,3,0.044121,1
613,0.331077,3,0.038627,1
613,0.364216,3,0.042347,1
613,0.022347,0,0.021563,1
1740,0.126622,5,0.046887,1
613,0.005956,0,0.030775,1
1740,0.016495,0,0.046846,1
613,0.022578,0,0.033969,1
870,0.358253,14,0.032058,1
1740,0.128126,5,0.051128,1
613,0.088333,1,0.049995,1
1740,0.161199,3,0.054346,1
1740,0.716125,25,0.048536,1
613,0.000537,0,0.02994,1
870,0.019303,1,0.05422,1
870,0.42084,18,0.043474,1
613,0.019184,0,0.044279,1
613,0.224718,1,0.030041,1
1740,0.330656,8,0.032734,1
870,0.705774,24,0.057196,1
870,0.284216,13,0.051728,1
1740,0.325975,7,0.043596,1
613,0.282352,2,0.059587,1
1740,0.32635,6,0.030397,1
1740,0.667283,9,0.041594,1
1740,0.754383,22,0.043594,1
613,0.023504,0,0.030986,1
1740,0.190228,3,0.046697,1
1740,0.193139,4,0.034765,1
613,0.056498,0,0.041279,1
613,0.246596,2,0.040995,1
870,0.332978,12,0.050912,1
870,0.472978,19,0.041979,1
613,0.412399,3,0.041388,1
870,0.48028,19,0.055876,1
870,0.155814,7,0.047222,1
1740,0.212083,8,0.039865,1
1740,0.142121,4,0.042808,1
1740,0.150235,7,0.037035,1
613,0.307799,4,0.035352,1
613,0.474781,4,0.042897,1
870,0.137047,6,0.042115,1
1740,0.24217,6,0.052767,1
613,0.360841,2,0.04763,1
613,0.560755,3,0.035723,1
613,0.601827,4,0.031899,1
1740,0.758249,20,0.054257,1
870,0.071671,4,0.058005,1
613,0.109029,1,0.038202,1
1740,0.19914,4,0.030297,1
1740,0.152011,2,0.033044,1
1740,0.266461,7,0.055537,1
1740,0.4732,17,0.03817,1
613,0.31706,3,0.037998,1
1740,0.527945,9,0.041743,1
1740,0.326128,9,0.046315,1
1740,0.406824,13,0.045421,1
1740,0.472125,23,0.034473,1
1740,0.827689,10,0.065202,1
870,0.848,29,0.04935,1
1740,0.364715,16,0.052063,1
870,0.128948,6,0.043157,1
613,0.189168,2,0.033965,1
1740,0.39676,7,0.037384,1
1740,0.119745,5,0.05118,1
1740,0.158694,7,0.038393,1
1740,0.249937,11,0.049493,1
1740,0.32485,7,0.044015,1
1740,0.12784,2,0.055973,1
1740,0.300622,12,0.035123,1
870,0.509018,11,0.057045,1
1740,0.639317,13,0.043847,1
870,0.054461,4,0.063869,1
1740,0.227413,11,0.04243,1
613,0.096814,1,0.043212,1
870,0.314545,13,0.048505,1
870,0.430068,23,0.055386,1
1740,0.017139,1,0.035033,1
613,0.198383,1,0.036872,1
1740,0.32201,4,0.040264,1
1740,0.379965,11,0.056357,1
1740,0.014223,0,0.036795,1
1740,0.002394,0,0.023775,1
870,0.260025,13,0.03721,1
613,0.137222,1,0.037822,1
1740,0.252008,8,0.042539,1
870,0.633501,27,0.047109,1
870,0.019835,1,0.051579,1
613,0.439486,3,0.036431,1
613,0.638145,5,0.028639,1
1740,0.672515,11,0.051282,1
870,0.073506,4,0.049035,1
613,0.035425,0,0.036463,1
870,0.084939,4,0.039208,1
613,0.51136,5,0.040513,1
1740,0.927253,36,0.049087,1
613,0.21351,2,0.032841,1
1740,0.236538,4,0.035887,1
613,0.35426,3,0.058019,1
613,0.525622,7,0.043655,1
870,0.190043,9,0.03802,1
870,0.595593,32,0.041822,1
613,0.125643,2,0.029039,1
1740,0.174768,8,0.040976,1
870,0.2177,11,0.056496,1
613,0.434334,4,0.041797,1
870,0.611537,30,0.044251,1
870,0.448774,18,0.039405,1
870,0.359044,16,0.048257,1
870,0.650675,30,0.057371,1
613,0.010051,0,0.03315,1
1740,0.12024,5,0.032909,1
613,0.368578,4,0.02824,1
613,0.179934,1,0.035159,1
613,0.002527,0,0.024755,1
613,0.256691,2,0.0348,1
613,0.291834,3,0.03684,1
1740,0.18778,9,0.034014,1
1740,0.500387,22,0.048027,1
870,0.670496,26,0.048919,1
1740,0.264743,12,0.054719,1
1740,0.237246,11,0.046556,1
1740,0.308243,12,0.038236,1
870,0.518579,16,0.048161,1
870,0.849284,32,0.051021,1
870,0.465205,24,0.044169,1
870,0.045172,2,0.050162,1
1740,0.010239,0,0.035121,1
1740,0.097362,2,0.035438,1
1740,0.102015,2,0.042278,1
613,0.110993,1,0.040956,1
613,0.118204,1,0.032832,1
1740,0.038698,1,0.032683,1
870,0.287762,11,0.044836,1
1740,0.050117,2,0.050358,1
613,0.145368,2,0.03738,1
1740,0.228687,11,0.028216,1
1740,0.141427,3,0.054513,1
613,0.413478,2,0.032586,1
1740,0.600565,7,0.030581,1
870,0.67382,22,0.045037,1
870,0.778381,37,0.055931,1
1740,0.166505,6,0.034431,1
1740,0.409251,15,0.040685,1
1740,0.127938,3,0.047036,1
870,0.577526,18,0.042282,1
613,0.091102,1,0.037255,1
1740,0.458536,16,0.033965,1
870,0.317687,9,0.052195,1
613,0.534118,3,0.038403,1
1740,0.635974,8,0.033844,1
613,0.123163,1,0.028668,1
1740,0.398461,15,0.044807,1
1740,0.135181,5,0.046397,1
1740,0.084105,2,0.051984,1
870,0.452304,23,0.044463,1
1740,0.122429,5,0.059985,1
613,0.097182,1,0.031772,1
613,0.194151,2,0.03445,1
1740,0.052841,1,0.056196,1
1740,0.224572,11,0.04888,1
1740,0.085747,2,0.039067,1
1740,0.344768,10,0.054851,1
1740,0.221216,11,0.055422,1
613,0.318616,3,0.036159,1
1740,0.123044,3,0.045081,1
870,0.771762,23,0.05249,1
1740,0.02442,1,0.03196,1
613,0.53818,5,0.04647,1
870,0.757305,40,0.049905,1
1740,0.389062,15,0.031199,1
870,0.628526,28,0.039319,1
1740,0.295118,10,0.036131,1
613,0.429963,2,0.033429,1
613,0.531824,3,0.029298,1
870,0.543841,15,0.051588,1
1740,0.681187,18,0.054458,1
613,0.123005,1,0.043318,1
613,0.181354,2,0.022454,1
1740,0.333611,12,0.052622,1
1740,0.107002,2,0.033444,1
613,0.256178,3,0.039449,1
870,0.789363,41,0.041396,1
1740,0.442844,11,0.052703,1
1740,0.657656,9,0.045129,1
870,0.666335,26,0.039126,1
1740,0.199652,3,0.046356,1
1740,0.364911,6,0.046624,1
1740,0.26511,6,0.049061,1
1740,0.294638,4,0.031747,1
1740,0.847829,22,0.051252,1
613,0.09635,1,0.024169,1
613,0.118005,1,0.017348,1
613,0.033937,0,0.034325,1
870,0.58642,27,0.042474,1
1740,0.490391,13,0.035473,1
870,0.613198,24,0.047015,1
613,0.211431,2,0.024531,1
1740,0.241757,4,0.035411,1
1740,0.326367,5,0.030278,1
1740,0.379819,13,0.03601,1
1740,0.434561,6,0.031201,1
1740,0.575039,16,0.034828,1
870,0.233015,14,0.040016,1
613,0.387581,4,0.036711,1
1740,0.615907,12,0.032398,1
1740,0.201953,9,0.046469,1
613,0.034764,0,0.035904,1
613,0.198603,2,0.028049,1
1740,0.215519,8,0.034229,1
1740,0.276576,5,0.038845,1
870,0.596198,28,0.05933,1
1740,0.482201,10,0.032958,1
1740,0.034945,1,0.054669,1
1740,0.189737,4,0.037088,1
613,0.120715,1,0.03664,1
1740,0.155532,3,0.030219,1
1740,0.475589,8,0.035456,1
1740,0.165492,3,0.030467,1
870,0.117439,5,0.04296,1
1740,0.072228,1,0.044877,1
613,0.331311,3,0.022518,1
1740,0.396845,13,0.038774,1
870,0.430698,21,0.04996,1
1740,0.264145,9,0.039275,1
1740,0.226407,5,0.050757,1
870,0.29941,17,0.043681,1
1740,0.078866,4,0.044341,1
1740,0.018621,0,0.031761,1
1740,0.269948,7,0.035677,1
1740,0.563448,8,0.033006,1
613,0.400189,3,0.038234,1
613,0.516741,4,0.04487,1
1740,0.080118,2,0.038612,1
1740,0.235717,5,0.032042,1
613,0.226088,2,0.042454,1
870,0.353122,15,0.035269,1
613,0.130555,1,0.036871,1
613,0.341218,3,0.044494,1
870,0.381255,16,0.034832,1
870,0.123551,6,0.038524,1
870,0.533834,26,0.04636,1
1740,0.000255,0,0.03899,1
1740,0.201258,3,0.043321,1
870,0.410583,15,0.039071,1
870,0.00648,0,0.040792,1
1740,0.449507,15,0.040363,1
870,0.055128,2,0.034197,1
613,0.090276,1,0.024236,1
613,0.167281,1,0.042558,1
1740,0.241297,9,0.034607,1
1740,0.156046,2,0.043952,1
870,0.426009,14,0.049149,1
870,0.279744,16,0.044119,1
613,0.124079,1,0.027817,1
613,0.199668,2,0.024509,1
870,0.621003,29,0.058331,1
870,0.094509,5,0.047823,1
1740,0.069444,2,0.053697,1
1740,0.357327,9,0.05056,1
613,0.008998,0,0.041051,1
613,0.31341,3,0.038054,1
613,0.54116,4,0.027842,1
870,0.668196,26,0.039274,1
870,0.175966,6,0.050873,1
1740,0.04643,1,0.038359,1
1740,0.065717,1,0.047301,1
1740,0.120434,2,0.037844,1
613,0.179144,1,0.042176,1
1740,0.438408,11,0.035293,1
1740,0.315566,5,0.051011,1
613,0.488188,4,0.037764,1
1740,0.49008,8,0.0356,1
1740,0.340822,10,0.049444,1
870,0.676931,28,0.062584,1
1740,0.101997,2,0.044985,1
613,0.084441,1,0.040897,1
613,0.379756,4,0.036511,1
613,0.388667,4,0.041,1
1740,0.489152,10,0.046818,1
613,0.303274,3,0.036092,1
1740,0.227045,9,0.052966,1
870,0.273524,16,0.039498,1
1740,0.179233,3,0.030614,1
1740,0.125996,5,0.047148,1
613,0.365506,4,0.039193,1
1740,0.233068,8,0.046706,1
1740,0.076679,3,0.041066,1
613,0.136409,1,0.028423,1
613,0.311729,2,0.040949,1
1740,0.34069,4,0.032831,1
1740,0.594485,15,0.038261,1
870,0.589691,19,0.041671,1
1740,0.12159,2,0.039024,1
1740,0.300508,6,0.032108,1
613,0.067301,1,0.035971,1
870,0.246851,11,0.046462,1
870,0.281034,16,0.044506,1
1740,0.106188,3,0.04034,1
1740,0.332959,10,0.038939,1
1740,0.490416,17,0.033519,1
1740,0.17382,3,0.029264,1
613,0.427957,3,0.033468,1
613,0.516299,4,0.035596,1
1740,0.528102,8,0.043097,1
613,0.084782,1,0.030638,1
1740,0.433566,7,0.0389,1
