@RELATION training

@ATTRIBUTE ram REAL
@ATTRIBUTE cpuutilisation REAL
@ATTRIBUTE hostutilisation REAL
@ATTRIBUTE sla REAL
@ATTRIBUTE migration {0,1}

@DATA
613,0.124291,1,0.037662,1
613,0.933661,8,0.035222,1
613,0.271579,3,0.042322,1
613,0.197044,2,0.028622,1
613,0.141975,1,0.058943,1
613,0.124416,1,0.036367,1
1740,0.228234,10,0.05746,1
613,0.789796,7,0.051704,1
1740,0.401301,7,0.046531,1
1740,0.324898,6,0.033386,1
613,0.359559,3,0.040672,1
870,0.753696,27,0.0441,1
613,0.148815,1,0.046423,1
870,0.979102,28,0.082936,1
870,0.870814,35,0.063697,1
1740,0.521594,10,0.045623,1
613,0.051134,1,0.042533,1
613,0.330979,4,0.048724,1
870,0.68773,38,0.05047,1
613,0.381976,4,0.048513,1
870,0.0277,2,0.057132,1
613,0.280596,4,0.037917,1
870,0.479521,33,0.058946,1
613,0.209469,2,0.038313,1
613,0.224832,2,0.025918,1
613,0.381895,3,0.045387,1
613,0.729682,7,0.038328,1
613,0.150875,2,0.047075,1
613,0.984333,9,0.04715,1
870,0.877419,43,0.036444,1
870,0.963508,32,0.072415,1
870,0.88604,49,0.041813,1
613,0.838117,10,0.045341,1
613,0.870788,6,0.036206,1
870,0.980221,33,0.055751,1
870,0.961905,40,0.043364,1
613,0.482958,5,0.028941,1
613,0.976945,10,0.058426,1
870,0.792815,43,0.042828,1
613,0.516039,3,0.040208,1
613,0.736643,4,0.045554,1
613,0.401384,2,0.057134,1
613,0.488809,3,0.042776,1
870,0.552833,17,0.051997,1
613,0.98689,9,0.034666,1
870,0.698604,28,0.054195,1
613,0.077623,1,0.045407,1
613,0.847089,7,0.054214,1
870,0.199076,8,0.046267,1
613,0.630963,7,0.031764,1
613,0.248666,2,0.037868,1
613,0.033273,0,0.04105,1
613,0.726355,6,0.042782,1
870,0.736935,31,0.045996,1
613,0.85358,7,0.02854,1
613,0.194349,2,0.038093,1
613,0.105874,1,0.053188,1
870,0.420794,21,0.059241,1
613,0.726005,6,0.03945,1
613,0.071813,1,0.048385,1
613,0.199495,2,0.045284,1
870,0.274667,12,0.043798,1
613,0.155736,1,0.044985,1
870,0.600866,22,0.040945,1
870,0.951956,45,0.05211,1
613,0.730284,9,0.037233,1
613,0.707796,10,0.045484,1
613,0.373216,3,0.043627,1
613,0.849961,7,0.025914,1
870,0.759519,33,0.050926,1
613,0.244135,3,0.032746,1
613,0.654717,6,0.03548,1
613,0.650769,5,0.033315,1
613,0.872617,7,0.029596,1
870,0.439011,20,0.050304,1
613,0.541948,4,0.033484,1
613,0.048678,0,0.046126,1
613,0.599698,5,0.032748,1
870,0.66222,33,0.052653,1
613,0.410706,5,0.047868,1
870,0.93611,53,0.047283,1
613,0.51969,4,0.025266,1
613,0.346484,3,0.035661,1
1740,0.761752,25,0.030444,1
613,0.278938,3,0.040564,1
613,0.842412,9,0.042183,1
613,0.106091,1,0.039198,1
613,0.049961,0,0.03327,1
613,0.813166,6,0.025684,1
613,0.270532,3,0.040944,1
613,0.855457,8,0.036875,1
613,0.026243,0,0.041363,1
613,0.280399,2,0.040741,1
870,0.956909,42,0.082199,1
613,0.76302,8,0.042853,1
613,0.752768,8,0.054076,1
613,0.525361,4,0.048356,1
613,0.69452,6,0.046751,1
613,0.786099,7,0.037048,1
1740,0.41302,7,0.041107,1
613,0.063958,0,0.043035,1
613,0.357038,2,0.033244,1
870,0.977945,29,0.078998,1
613,0.642188,6,0.045049,1
870,0.810477,39,0.055869,1
613,0.181002,2,0.030169,1
613,0.746179,6,0.058338,1
613,0.260113,2,0.035321,1
870,0.31774,14,0.045028,1
613,0.467014,3,0.033203,1
870,0.43311,16,0.044882,1
870,0.984454,56,0.029866,1
613,0.096979,1,0.031635,1
613,0.237553,2,0.034962,1
613,0.556542,5,0.051978,1
870,0.360851,18,0.062103,1
613,0.434065,3,0.048442,1
613,0.508859,4,0.040977,1
613,0.151151,1,0.038301,1
613,0.273025,2,0.034289,1
613,0.508717,5,0.037377,1
870,0.62463,23,0.032219,1
613,0.209069,2,0.046705,1
613,0.701593,5,0.037811,1
613,0.553285,4,0.035696,1
613,0.461353,5,0.045011,1
870,0.959068,55,0.045513,1
870,0.660371,34,0.034527,1
613,0.775819,6,0.042908,1
870,0.266256,12,0.042801,1
870,0.633755,28,0.044964,1
613,0.56225,4,0.037478,1
613,0.942345,8,0.058072,1
1740,0.7809,28,0.029675,1
870,0.315546,13,0.041275,1
613,0.477891,4,0.042157,1
870,0.321271,11,0.049071,1
870,0.760792,29,0.039059,1
613,0.534251,4,0.044323,1
613,0.86749,6,0.037427,1
613,0.818464,7,0.045811,1
613,0.663942,5,0.037063,1
613,0.715215,5,0.042679,1
870,0.715679,28,0.043673,1
613,0.457257,3,0.037668,1
613,0.151699,1,0.040952,1
870,0.817239,31,0.052291,1
613,0.553206,5,0.040879,1
1740,0.69705,14,0.024728,1
870,0.815575,32,0.054073,1
613,0.43866,4,0.045707,1
613,0.55862,5,0.052348,1
870,0.89385,39,0.065581,1
870,0.947623,44,0.049266,1
1740,0.450489,25,0.052725,1
613,0.108373,1,0.045674,1
613,0.69382,7,0.040726,1
613,0.836982,9,0.035152,1
613,0.515419,4,0.044579,1
1740,0.501484,9,0.033046,1
1740,0.814294,32,0.051251,1
613,0.081621,1,0.04675,1
613,0.021188,0,0.041451,1
613,0.631425,4,0.044066,1
870,0.915087,31,0.05451,1
613,0.48885,3,0.029165,1
613,0.423053,3,0.034688,1
613,0.927076,9,0.037184,1
613,0.608787,6,0.040259,1
870,0.277855,14,0.050278,1
613,0.381864,4,0.025482,1
870,0.818305,44,0.060316,1
870,0.61835,27,0.060922,1
613,0.986119,6,0.042427,1
870,0.987161,32,0.045593,1
613,0.803674,9,0.042186,1
613,0.4542,4,0.042393,1
613,0.695121,7,0.042087,1
613,0.364296,4,0.033221,1
613,0.873312,5,0.026136,1
613,0.655121,4,0.026199,1
613,0.651399,4,0.038246,1
1740,0.723842,21,0.043637,1
613,0.064117,1,0.044736,1
870,0.776528,36,0.058109,1
613,0.522754,5,0.044397,1
613,0.086679,1,0.03911,1
613,0.630242,6,0.04665,1
613,0.423677,6,0.037048,1
613,0.38909,4,0.0375,1
870,0.660955,35,0.029164,1
1740,0.58979,9,0.032309,1
1740,0.297453,5,0.034517,1
1740,0.640718,12,0.035132,1
870,0.888111,47,0.045056,1
613,0.441832,4,0.047634,1
613,0.111893,1,0.040053,1
613,0.055631,1,0.041423,1
870,0.452927,23,0.046391,1
870,0.267633,17,0.08163,1
613,0.528395,4,0.054369,1
613,0.281115,2,0.034263,1
870,0.147713,6,0.068454,1
613,0.603732,6,0.051163,1
613,0.66645,5,0.050077,1
613,0.934834,8,0.043113,1
613,0.710072,7,0.040486,1
613,0.473061,5,0.037513,1
870,0.815313,46,0.063328,1
1740,0.016706,0,0.031227,1
1740,0.911821,16,0.032123,1
870,0.94194,35,0.037091,1
613,0.446751,5,0.026459,1
870,0.63251,38,0.036465,1
613,0.648885,6,0.031536,1
870,0.531332,26,0.042327,1
613,0.102326,1,0.034136,1
870,0.858194,31,0.044999,1
613,0.809023,8,0.026517,1
613,0.793453,9,0.026626,1
613,0.275582,2,0.042161,1
613,0.077881,1,0.046402,1
613,0.509048,5,0.034807,1
1740,0.530458,20,0.034717,1
613,0.765415,8,0.034373,1
613,0.00518,0,0.043802,1
613,0.954408,10,0.026669,1
870,0.437961,22,0.053386,1
613,0.967914,8,0.041035,1
613,0.150003,1,0.032725,1
613,0.064568,1,0.041397,1
870,0.540224,26,0.038776,1
870,0.909968,38,0.033776,1
613,0.747099,5,0.039868,1
613,0.581824,5,0.029275,1
870,0.168482,7,0.050134,1
613,0.283763,2,0.031126,1
613,0.681601,5,0.036725,1
1740,0.786724,24,0.043948,1
613,0.923563,6,0.047709,1
870,0.957968,32,0.048514,1
613,0.831641,8,0.031224,1
613,0.293682,3,0.034405,1
870,0.168636,10,0.029351,1
613,0.307087,3,0.048705,1
613,0.612968,7,0.049154,1
870,0.91786,38,0.052931,1
613,0.310148,3,0.04301,1
613,0.701371,6,0.04208,1
613,0.59256,7,0.037175,1
613,0.654404,7,0.043496,1
613,0.803293,8,0.046193,1
613,0.984514,11,0.031437,1
870,0.467721,21,0.058739,1
613,0.466518,3,0.041927,1
870,0.864836,31,0.049777,1
613,0.089572,1,0.034766,1
613,0.336925,3,0.042507,1
613,0.639973,5,0.040264,1
613,0.923238,8,0.031923,1
870,0.12023,6,0.053735,1
613,0.250282,3,0.034641,1
613,0.162093,1,0.028726,1
613,0.089197,1,0.049559,1
613,0.228401,2,0.032462,1
613,0.816235,7,0.056286,1
870,0.495296,15,0.034972,1
870,0.95172,34,0.056625,1
1740,0.397698,13,0.046937,1
1740,0.537938,10,0.038284,1
1740,0.29894,6,0.037093,1
613,0.22949,3,0.044223,1
870,0.826055,52,0.06389,1
870,0.324179,17,0.059972,1
870,0.727745,39,0.043766,1
870,0.643757,19,0.054352,1
613,0.195575,2,0.034748,1
613,0.625578,6,0.054968,1
613,0.594962,5,0.042422,1
870,0.694545,29,0.033483,1
870,0.143263,7,0.043661,1
613,0.940643,10,0.043462,1
613,0.368317,2,0.027625,1
870,0.99995,30,0.037317,1
870,0.968814,41,0.052919,1
870,0.017688,1,0.051314,1
613,0.64197,6,0.03743,1
613,0.709553,7,0.035119,1
613,0.983904,11,0.028537,1
870,0.4972,30,0.060625,1
613,0.177525,1,0.037011,1
870,0.888084,35,0.060581,1
613,0.282785,2,0.025961,1
870,0.893064,36,0.050345,1
613,0.576085,4,0.042974,1
613,0.49933,3,0.043371,1
613,0.963209,7,0.044696,1
613,0.165179,2,0.042762,1
613,0.777569,7,0.044052,1
870,0.883728,42,0.043216,1
613,0.881379,8,0.042138,1
870,0.176993,8,0.057095,1
613,0.171209,1,0.041105,1
613,0.474444,4,0.03941,1
613,0.104908,1,0.034025,1
870,0.973897,39,0.054789,1
1740,0.58984,18,0.059948,1
613,0.460882,3,0.037902,1
613,0.81678,6,0.045566,1
870,0.761941,35,0.051823,1
1740,0.28074,13,0.04628,1
613,0.053768,0,0.041862,1
613,0.952245,7,0.033271,1
613,0.678708,6,0.045662,1
613,0.772415,8,0.041081,1
613,0.002494,0,0.033563,1
613,0.819562,9,0.026251,1
870,0.582621,30,0.042403,1
870,0.178167,8,0.036228,1
613,0.632323,8,0.041712,1
613,0.235156,1,0.039685,1
613,0.74316,4,0.036219,1
613,0.798918,5,0.05218,1
870,0.86233,27,0.066191,1
613,0.846832,8,0.042873,1
613,0.812944,8,0.03347,1
870,0.607108,36,0.043141,1
613,0.931057,8,0.040421,1
870,0.442526,20,0.071762,1
613,0.636331,6,0.046649,1
870,0.995088,51,0.056013,1
613,0.064137,1,0.04289,1
870,0.667754,39,0.052659,1
613,0.580884,4,0.040267,1
613,0.020007,0,0.040253,1
613,0.737205,5,0.036694,1
870,0.886393,35,0.040105,1
870,0.897693,54,0.054114,1
613,0.826064,9,0.057569,1
613,0.341353,3,0.048688,1
870,0.273814,13,0.080529,1
1740,0.724012,24,0.049408,1
870,0.700234,40,0.056513,1
1740,0.848759,29,0.06232,1
870,0.75982,36,0.070619,1
613,0.68258,7,0.041702,1
870,0.440383,15,0.065501,1
613,0.387513,3,0.027654,1
870,0.547534,26,0.043515,1
613,0.464922,4,0.025663,1
613,0.414404,3,0.043478,1
870,0.947776,40,0.051174,1
613,0.103665,1,0.041743,1
613,0.709758,4,0.041732,1
870,0.656784,21,0.050626,1
870,0.774456,32,0.058628,1
1740,0.840213,30,0.040424,1
870,0.991856,49,0.050462,1
870,0.888015,43,0.046535,1
613,0.511495,4,0.036509,1
613,0.564485,4,0.039099,1
613,0.951146,7,0.056454,1
870,0.935337,38,0.046125,1
613,0.960205,7,0.044227,1
613,0.446821,3,0.04271,1
870,0.830386,33,0.04451,1
613,0.080187,1,0.031698,1
613,0.282799,2,0.033619,1
613,0.632284,5,0.028472,1
613,0.180872,2,0.049716,1
613,0.696691,6,0.04142,1
870,0.923252,29,0.05133,1
613,0.167838,1,0.033015,1
870,0.351168,15,0.039759,1
613,0.429625,7,0.032322,1
1740,0.847917,34,0.032224,1
870,0.731767,34,0.058656,1
613,0.174408,1,0.02572,1
613,0.813138,6,0.038551,1
613,0.677373,6,0.041607,1
870,0.782042,35,0.046913,1
613,0.856908,7,0.043457,1
1740,0.683208,25,0.054163,1
613,0.149838,2,0.054017,1
870,0.605357,28,0.061279,1
613,0.156093,1,0.055758,1
613,0.634615,6,0.036353,1
613,0.263442,3,0.0399,1
613,0.466149,5,0.038737,1
613,0.724189,8,0.054416,1
613,0.265578,2,0.036462,1
613,0.585064,5,0.041724,1
870,0.5766,26,0.036,1
613,0.344547,3,0.043995,1
613,0.518442,5,0.032641,1
613,0.4718,5,0.04317,1
613,0.104245,1,0.056284,1
870,0.685005,24,0.069922,1
613,0.025192,0,0.03216,1
870,0.839576,38,0.053628,1
613,0.626089,6,0.03182,1
613,0.520542,4,0.045146,1
870,0.952449,39,0.050643,1
613,0.836207,8,0.039123,1
613,0.760568,6,0.048506,1
613,0.884173,7,0.041535,1
613,0.594764,5,0.031809,1
870,0.563534,22,0.053357,1
613,0.774654,8,0.042414,1
870,0.68591,38,0.043044,1
613,0.765536,11,0.032583,1
870,0.961716,36,0.044565,1
870,0.943444,51,0.079679,1
613,0.938675,8,0.044883,1
613,0.829765,7,0.038757,1
613,0.547494,6,0.044766,1
613,0.91912,12,0.025513,1
870,0.386139,15,0.055898,1
613,0.494922,4,0.04857,1
613,0.332794,3,0.031371,1
613,0.665321,5,0.04638,1
613,0.575191,3,0.034465,1
613,0.786639,5,0.040421,1
613,0.916485,6,0.038374,1
870,0.761283,24,0.041892,1
613,0.267496,3,0.036161,1
613,0.826005,8,0.042305,1
870,0.621001,34,0.045381,1
613,0.098783,1,0.04336,1
1740,0.195247,3,0.036012,1
1740,0.595331,20,0.03881,1
1740,0.821431,30,0.044308,1
613,0.929653,9,0.032796,1
613,0.259412,3,0.028192,1
613,0.150789,2,0.031562,1
870,0.851328,47,0.04948,1
613,0.636449,5,0.036987,1
613,0.139878,2,0.045928,1
613,0.501518,5,0.036853,1
613,0.66903,5,0.031655,1
613,0.549125,5,0.036771,1
1740,0.965431,17,0.029003,1
870,0.206324,11,0.051989,1
870,0.887622,46,0.036813,1
613,0.264897,3,0.036105,1
613,0.088044,1,0.038242,1
613,0.384653,4,0.039861,1
613,0.194679,2,0.044308,1
613,0.797264,7,0.03257,1
870,0.904928,44,0.046083,1
613,0.914612,8,0.04335,1
613,0.120264,1,0.055862,1
613,0.805711,8,0.042829,1
613,0.069311,1,0.037606,1
870,0.385761,22,0.045821,1
870,0.630965,30,0.080509,1
613,0.374983,3,0.042004,1
870,0.619146,27,0.062786,1
613,0.596105,6,0.02766,1
613,0.949104,5,0.032281,1
870,0.973844,29,0.045767,1
870,0.267554,13,0.055367,1
613,0.156747,1,0.045154,1
870,0.436749,21,0.049565,1
613,0.697179,7,0.040792,1
613,0.868256,8,0.036485,1
870,0.929347,47,0.046171,1
613,0.453769,5,0.047968,1
613,0.419561,3,0.043089,1
613,0.173031,1,0.038466,1
870,0.988064,35,0.049905,1
613,0.68013,5,0.026343,1
870,0.889898,33,0.046083,1
613,0.99579,7,0.042646,1
613,0.756625,6,0.052208,1
1740,0.431271,13,0.035711,1
1740,0.987973,35,0.039312,1
1740,0.771343,17,0.031972,1
613,0.158754,2,0.0251,1
1740,0.942599,30,0.037606,1
613,0.926193,8,0.034901,1
870,0.64158,28,0.046722,1
1740,0.107019,6,0.028424,1
613,0.552804,5,0.037075,1
870,0.807641,29,0.05031,1
613,0.712183,7,0.032645,1
870,0.469479,20,0.059253,1
613,0.749062,6,0.025233,1
613,0.821296,7,0.041036,1
613,0.98534,9,0.045764,1
613,0.148117,2,0.037587,1
613,0.90991,7,0.038398,1
870,0.769173,31,0.050431,1
870,0.588348,26,0.065788,1
613,0.778878,7,0.040147,1
613,0.315513,3,0.044096,1
613,0.20748,2,0.031277,1
613,0.58304,5,0.043358,1
613,0.561821,5,0.042621,1
613,0.21417,2,0.041925,1
870,0.925714,44,0.04739,1
870,0.236694,13,0.046311,1
613,0.565023,5,0.034385,1
613,0.1848,2,0.030234,1
613,0.677782,7,0.037387,1
613,0.227229,2,0.057093,1
613,0.714074,8,0.043811,1
613,0.606862,6,0.032492,1
870,0.642658,33,0.079203,1
613,0.565666,6,0.036332,1
613,0.332217,4,0.040135,1
613,0.513638,5,0.039639,1
870,0.62884,33,0.038454,1
870,0.098599,4,0.046504,1
870,0.807743,32,0.043302,1
613,0.54198,5,0.053083,1
613,0.216889,2,0.038347,1
613,0.659932,6,0.035723,1
870,0.561489,27,0.040334,1
870,0.526469,29,0.053388,1
613,0.752396,5,0.042382,1
613,0.689265,5,0.033862,1
613,0.717174,5,0.039733,1
870,0.884446,33,0.070911,1
870,0.809116,26,0.049548,1
870,0.38093,16,0.065986,1
613,0.747742,8,0.030134,1
613,0.164303,1,0.049714,1
613,0.889467,8,0.055462,1
613,0.950502,9,0.035741,1
613,0.523267,4,0.039379,1
1740,0.39872,11,0.040445,1
1740,0.892556,15,0.030313,1
613,0.527114,5,0.047552,1
613,0.017305,0,0.04124,1
613,0.754443,6,0.031889,1
1740,0.66858,26,0.049697,1
870,0.724705,46,0.036922,1
1740,0.946842,44,0.046688,1
613,0.415914,3,0.049053,1
613,0.566523,4,0.038083,1
870,0.379794,18,0.049974,1
870,0.684239,28,0.068278,1
613,0.309195,3,0.042179,1
870,0.349625,15,0.049014,1
613,0.981092,9,0.042335,1
613,0.525388,4,0.027674,1
613,0.884366,8,0.045371,1
1740,0.389441,15,0.046277,1
613,0.849335,6,0.040769,1
613,0.75659,6,0.046591,1
613,0.061285,0,0.03691,1
870,0.25268,14,0.047659,1
613,0.485315,6,0.05531,1
870,0.768567,25,0.041662,1
613,0.177114,2,0.042244,1
613,0.849139,5,0.043633,1
613,0.531822,3,0.050208,1
613,0.372276,2,0.038127,1
870,0.984173,30,0.04511,1
613,0.528287,4,0.030858,1
613,0.843048,7,0.029658,1
613,0.473774,4,0.036528,1
870,0.723724,32,0.048113,1
613,0.537778,4,0.044456,1
870,0.668007,28,0.062059,1
1740,0.349418,9,0.026678,1
870,0.42704,29,0.033152,1
613,0.251992,2,0.039687,1
613,0.911436,6,0.032748,1
613,0.651481,5,0.046498,1
870,0.05017,2,0.041492,1
613,0.422936,5,0.038449,1
613,0.942932,11,0.033186,1
613,0.788005,8,0.039104,1
613,0.393467,4,0.037775,1
870,0.849666,26,0.046051,1
870,0.895066,37,0.045312,1
1740,0.776665,31,0.048688,1
613,0.255839,3,0.056171,1
613,0.461154,5,0.043456,1
613,0.550085,4,0.043773,1
613,0.589761,5,0.030654,1
613,0.687121,6,0.038046,1
613,0.745756,6,0.036153,1
1740,0.632364,12,0.04282,1
613,0.982657,7,0.025969,1
613,0.783014,6,0.032453,1
870,0.428796,18,0.036513,1
613,0.684004,5,0.040161,1
870,0.716211,29,0.043686,1
870,0.871927,30,0.047221,1
613,0.301962,3,0.04398,1
613,0.508355,5,0.044438,1
613,0.838036,9,0.034879,1
613,0.972638,9,0.039815,1
613,0.175868,2,0.033789,1
870,0.782698,40,0.03986,1
870,0.703397,32,0.050314,1
870,0.701951,31,0.058363,1
613,0.451121,4,0.03508,1
613,0.91072,12,0.032372,1
613,0.896035,8,0.034815,1
613,0.791585,8,0.033716,1
870,0.35567,17,0.049783,1
613,0.762187,8,0.043381,1
613,0.712223,6,0.052346,1
613,0.834145,7,0.054841,1
613,0.735638,7,0.048677,1
613,0.261064,3,0.04167,1
613,0.690807,7,0.039529,1
613,0.929132,9,0.039437,1
613,0.792949,8,0.054625,1
613,0.067456,0,0.041761,1
870,0.300803,11,0.045163,1
870,0.974164,39,0.067396,1
613,0.649124,6,0.04209,1
870,0.627695,31,0.045974,1
613,0.437627,4,0.032838,1
1740,0.87978,29,0.037736,1
613,0.854225,8,0.039749,1
870,0.641926,24,0.056458,1
613,0.906073,7,0.032206,1
613,0.91821,8,0.047273,1
870,0.701763,30,0.051053,1
613,0.224976,2,0.035254,1
613,0.15392,1,0.046746,1
870,0.619141,26,0.054938,1
613,0.487513,4,0.030598,1
613,0.67173,5,0.039623,1
613,0.844502,6,0.038443,1
613,0.085735,1,0.038784,1
870,0.352036,14,0.059747,1
613,0.555373,5,0.036178,1
613,0.179845,2,0.051953,1
613,0.501651,6,0.042706,1
870,0.342812,13,0.050657,1
613,0.253174,3,0.041508,1
613,0.241861,3,0.039316,1
1740,0.632006,28,0.037311,1
870,0.714813,27,0.048094,1
870,0.780063,40,0.053097,1
870,0.894956,35,0.046906,1
613,0.867459,6,0.039159,1
613,0.664327,5,0.044782,1
613,0.931712,7,0.038292,1
870,0.431556,17,0.05262,1
870,0.355279,16,0.036274,1
870,0.854848,37,0.040485,1
613,0.168574,1,0.030013,1
613,0.215082,2,0.028371,1
870,0.694816,32,0.041358,1
613,0.974649,10,0.054507,1
870,0.472332,26,0.050949,1
870,0.277019,14,0.064938,1
870,0.794275,44,0.049948,1
870,0.599098,40,0.037987,1
870,0.952626,33,0.046563,1
1740,0.802247,29,0.031988,1
613,0.17513,2,0.041445,1
870,0.723439,32,0.05709,1
613,0.90386,9,0.036579,1
613,0.177998,2,0.04092,1
613,0.951358,9,0.03841,1
613,0.455941,5,0.026476,1
613,0.161597,2,0.043132,1
870,0.737402,33,0.077451,1
870,0.858457,57,0.034251,1
870,0.646682,27,0.040963,1
613,0.436609,3,0.03784,1
613,0.807145,6,0.043626,1
613,0.743592,6,0.047985,1
613,0.451836,4,0.044847,1
613,0.751504,5,0.045846,1
870,0.422273,15,0.061094,1
1740,0.934223,41,0.055129,1
613,0.121049,1,0.029293,1
613,0.386986,3,0.05144,1
613,0.57126,5,0.035978,1
870,0.940177,41,0.044443,1
613,0.589683,6,0.043114,1
613,0.834819,9,0.043057,1
613,0.413792,3,0.035826,1
870,0.113658,4,0.060017,1
613,0.889962,8,0.03282,1
870,0.568029,26,0.05355,1
613,0.02179,0,0.031713,1
613,0.190863,2,0.050971,1
613,0.322417,3,0.040998,1
613,0.686117,6,0.035573,1
613,0.688411,6,0.039413,1
1740,0.543474,20,0.035794,1
613,0.109946,1,0.040281,1
613,0.824793,7,0.026271,1
1740,0.95042,35,0.025894,1
613,0.04498,0,0.043285,1
613,0.551224,5,0.039368,1
613,0.747633,7,0.038146,1
613,0.964639,8,0.043682,1
613,0.942825,11,0.049389,1
613,0.8588,8,0.045553,1
613,0.294092,3,0.028108,1
870,0.108237,5,0.060006,1
1740,0.282898,6,0.030988,1
613,0.812856,6,0.039425,1
613,0.746453,6,0.033984,1
870,0.220308,9,0.073521,1
870,0.598423,25,0.057694,1
870,0.525685,31,0.048838,1
870,0.833914,29,0.045081,1
613,0.459421,3,0.0461,1
1740,0.834573,25,0.03753,1
613,0.932241,9,0.043209,1
1740,0.971248,39,0.036787,1
870,0.472403,22,0.050506,1
613,0.091988,1,0.02967,1
870,0.838674,39,0.05085,1
613,0.059563,0,0.034859,1
870,0.647309,25,0.076471,1
613,0.409557,4,0.043235,1
613,0.850327,9,0.032813,1
613,0.637787,5,0.038923,1
613,0.199855,2,0.039732,1
870,0.483441,23,0.033157,1
613,0.85695,6,0.041248,1
613,0.093476,1,0.041601,1
613,0.573983,4,0.040984,1
870,0.295539,12,0.042141,1
870,0.619138,30,0.036268,1
1740,0.46271,17,0.031008,1
613,0.604208,5,0.045097,1
613,0.132137,1,0.035787,1
1740,0.624835,20,0.042924,1
1740,0.60601,23,0.04111,1
1740,0.54681,11,0.042657,1
613,0.889916,6,0.050842,1
870,0.888511,32,0.074688,1
613,0.614979,5,0.039645,1
870,0.865078,39,0.061964,1
613,0.532886,4,0.037848,1
613,0.08704,1,0.029854,1
613,0.456189,4,0.031858,1
870,0.365686,16,0.040597,1
613,0.225754,2,0.035823,1
613,0.482783,4,0.040845,1
1740,0.573896,21,0.041099,1
613,0.375864,3,0.037956,1
613,0.492465,4,0.042538,1
1740,0.4101,14,0.04851,1
613,0.503033,4,0.027594,1
613,0.037812,0,0.040427,1
613,0.433636,3,0.048275,1
613,0.687237,6,0.025975,1
613,0.703595,5,0.044239,1
613,0.558519,4,0.038487,1
613,0.665007,4,0.033671,1
613,0.073808,1,0.042485,1
613,0.682891,5,0.042878,1
613,0.521576,4,0.033258,1
870,0.098334,4,0.047338,1
613,0.864034,10,0.047304,1
613,0.293846,4,0.042416,1
1740,0.807956,21,0.047071,1
1740,0.897333,32,0.038796,1
613,0.0774,1,0.034469,1
870,0.822956,40,0.065186,1
613,0.676408,5,0.042363,1
870,0.748691,27,0.043632,1
613,0.269177,2,0.0383,1
613,0.239964,2,0.043584,1
870,0.682449,37,0.059951,1
613,0.348882,3,0.039215,1
613,0.832878,7,0.034213,1
870,0.679931,35,0.053197,1
870,0.986184,48,0.046205,1
613,0.598148,4,0.041708,1
613,0.902091,6,0.031189,1
870,0.905841,33,0.041088,1
613,0.318159,2,0.050819,1
870,0.975833,35,0.049443,1
613,0.127781,1,0.044382,1
613,0.998716,9,0.047511,1
613,0.164522,1,0.034864,1
613,0.4226,4,0.043014,1
613,0.681746,6,0.033738,1
613,0.114096,1,0.055499,1
613,0.1153,1,0.042867,1
613,0.325903,2,0.039828,1
613,0.793505,6,0.034592,1
613,0.834863,7,0.038701,1
613,0.953082,6,0.05675,1
613,0.776598,5,0.039716,1
613,0.249718,2,0.051855,1
870,0.205338,7,0.04351,1
1740,0.885859,25,0.039883,1
613,0.435898,4,0.03877,1
613,0.051424,0,0.046005,1
613,0.293239,2,0.043937,1
870,0.96177,31,0.040723,1
870,0.528127,25,0.052355,1
870,0.620084,26,0.040167,1
870,0.934818,48,0.053993,1
613,0.382411,4,0.04765,1
613,0.035272,0,0.033874,1
613,0.938027,9,0.043705,1
870,0.670353,29,0.059074,1
613,0.790484,6,0.042105,1
613,0.346503,3,0.035253,1
870,0.905533,35,0.055822,1
613,0.840274,7,0.047151,1
870,0.725209,30,0.040563,1
613,0.306653,3,0.029203,1
613,0.120815,1,0.054834,1
613,0.671125,5,0.038557,1
870,0.554143,23,0.041568,1
613,0.56572,4,0.040272,1
870,0.90578,34,0.038241,1
613,0.731964,7,0.038946,1
870,0.628065,31,0.045697,1
613,0.910825,9,0.04706,1
1740,0.59142,25,0.044149,1
613,0.966236,7,0.043236,1
613,0.716054,6,0.02909,1
1740,0.696395,24,0.048173,1
613,0.083618,1,0.049934,1
613,0.929214,7,0.054625,1
870,0.360887,15,0.056697,1
613,0.07014,1,0.047157,1
613,0.605426,4,0.03836,1
613,0.828027,6,0.042102,1
613,0.737567,6,0.037955,1
613,0.881969,7,0.030947,1
870,0.930737,41,0.049627,1
613,0.8313,7,0.034409,1
613,0.933363,9,0.040291,1
613,0.727691,6,0.054967,1
870,0.867935,39,0.04069,1
613,0.633279,6,0.047332,1
870,0.516787,26,0.043637,1
613,0.775565,5,0.043838,1
870,0.95887,31,0.064116,1
613,0.642932,6,0.038431,1
613,0.292314,2,0.027129,1
613,0.568925,4,0.036259,1
613,0.330588,2,0.032777,1
613,0.333858,2,0.040638,1
613,0.437128,3,0.029506,1
613,0.478609,4,0.038016,1
613,0.096793,1,0.045907,1
870,0.961922,38,0.074942,1
1740,0.085171,3,0.031672,1
870,0.411871,23,0.040143,1
613,0.513276,4,0.043242,1
613,0.217357,2,0.045653,1
870,0.637653,28,0.069335,1
613,0.942553,9,0.043558,1
870,0.300435,15,0.052074,1
613,0.163033,2,0.042225,1
613,0.771008,9,0.033819,1
613,0.07434,1,0.027251,1
870,0.48725,23,0.063115,1
613,0.802414,5,0.039413,1
870,0.005032,0,0.050632,1
870,0.022321,1,0.05227,1
